,point_difference,team_seed,win,higher_or_lower_seed,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,ORPG,DRPG,RPG,other_team_seed,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted,round
24,3,1,0,1,3.32,7.18,15.6,1.53,7.4,18.0,682.0,1282.0,0.532,77.1,0.494,0.413,0.705,11.2,23.3,34.5,4,25.84,8.38,64.1,120.0,0.563,20.3,8.91,66.2,112.8,0.523,5.539999999999999,-0.5299999999999994,-2.1000000000000085,7.200000000000002,0.039999999999999925,3
25,3,4,1,0,6.27,5.48,12.7,1.19,7.4,19.0,641.0,1308.0,0.49,76.4,0.46,0.397,0.718,12.1,26.0,38.1,1,20.3,8.91,66.2,112.8,0.523,25.84,8.38,64.1,120.0,0.563,-5.539999999999999,0.5299999999999994,2.1000000000000085,-7.200000000000002,-0.039999999999999925,3
26,9,11,0,0,3.62,7.18,15.8,1.32,5.3,15.0,726.0,1427.0,0.509,76.1,0.46799999999999997,0.35200000000000004,0.691,12.4,23.8,36.2,2,14.89,8.51,68.0,110.2,0.51,18.87,10.15,72.6,106.5,0.4920000000000001,-3.98,-1.6400000000000006,-4.599999999999994,3.700000000000003,0.018000000000000016,3
27,9,2,1,1,5.33,6.12,15.3,1.13,5.2,16.0,748.0,1530.0,0.489,76.7,0.449,0.33299999999999996,0.6629999999999999,14.2,28.3,42.5,11,18.87,10.15,72.6,106.5,0.4920000000000001,14.89,8.51,68.0,110.2,0.51,3.98,1.6400000000000006,4.599999999999994,-3.700000000000003,-0.018000000000000016,3
28,2,4,1,0,6.27,5.48,12.7,1.19,7.4,19.0,641.0,1308.0,0.49,76.4,0.46,0.397,0.718,12.1,26.0,38.1,2,20.3,8.91,66.2,112.8,0.523,18.87,10.15,72.6,106.5,0.4920000000000001,1.4299999999999995,-1.2400000000000002,-6.3999999999999915,6.299999999999998,0.031000000000000024,4
29,2,2,0,1,5.33,6.12,15.3,1.13,5.2,16.0,748.0,1530.0,0.489,76.7,0.449,0.33299999999999996,0.6629999999999999,14.2,28.3,42.5,4,18.87,10.15,72.6,106.5,0.4920000000000001,20.3,8.91,66.2,112.8,0.523,-1.4299999999999995,1.2400000000000002,6.3999999999999915,-6.299999999999998,-0.031000000000000024,4
30,15,1,1,1,3.44,4.81,17.4,1.49,5.9,15.0,647.0,1279.0,0.506,74.1,0.474,0.39,0.672,14.2,25.6,39.8,16,20.82,7.85,63.3,116.3,0.529,-0.69,-2.89,70.1,102.9,0.495,21.51,10.74,-6.799999999999998,13.399999999999993,0.03400000000000003,1
31,15,16,0,0,4.53,9.28,14.6,0.97,5.0,15.0,676.0,1357.0,0.498,74.2,0.455,0.33299999999999996,0.706,12.0,23.9,36.0,1,-0.69,-2.89,70.1,102.9,0.495,20.82,7.85,63.3,116.3,0.529,-21.51,-10.74,6.799999999999998,-13.399999999999993,-0.03400000000000003,1
32,1,8,1,1,1.59,6.03,12.5,1.13,7.5,21.0,558.0,1126.0,0.496,72.8,0.446,0.361,0.73,10.8,24.1,34.9,9,11.53,5.02,64.5,109.0,0.501,9.03,1.76,60.7,108.1,0.485,2.5,3.26,3.799999999999997,0.9000000000000057,0.016000000000000014,1
33,1,9,0,0,4.36,6.82,14.5,1.17,4.9,15.0,626.0,1294.0,0.484,65.8,0.441,0.32899999999999996,0.664,15.5,24.7,40.2,8,9.03,1.76,60.7,108.1,0.485,11.53,5.02,64.5,109.0,0.501,-2.5,-3.26,-3.799999999999997,-0.9000000000000057,-0.016000000000000014,1
34,7,5,1,1,4.78,6.34,14.2,0.95,7.1,19.0,579.0,1235.0,0.469,73.1,0.43799999999999994,0.375,0.647,14.6,23.3,38.0,12,14.59,8.41,68.8,105.9,0.499,13.23,0.5,64.1,111.6,0.527,1.3599999999999994,7.91,4.700000000000003,-5.699999999999987,-0.028000000000000025,1
35,7,12,0,0,3.27,4.85,14.8,1.26,6.1,16.0,617.0,1194.0,0.517,72.2,0.47,0.368,0.736,10.8,26.7,37.5,5,13.23,0.5,64.1,111.6,0.527,14.59,8.41,68.8,105.9,0.499,-1.3599999999999994,-7.91,-4.700000000000003,5.699999999999987,0.028000000000000025,1
36,9,4,1,1,3.16,3.45,13.2,1.78,8.1,22.0,490.0,989.0,0.495,68.2,0.445,0.371,0.8240000000000001,10.5,21.5,32.1,13,18.77,9.42,57.3,117.7,0.518,13.07,-4.42,69.2,114.3,0.542,5.6999999999999975,13.84,-11.900000000000004,3.4000000000000057,-0.024000000000000014,1
37,9,13,0,0,3.47,9.74,16.4,1.18,9.4,25.0,605.0,1154.0,0.524,80.4,0.46399999999999997,0.381,0.737,13.1,23.3,36.4,4,13.07,-4.42,69.2,114.3,0.542,18.77,9.42,57.3,117.7,0.518,-5.6999999999999975,-13.84,11.900000000000004,-3.4000000000000057,0.024000000000000014,1
38,5,6,0,1,2.81,8.0,12.8,1.03,4.3,13.0,644.0,1303.0,0.494,70.1,0.455,0.33,0.711,10.9,21.8,32.8,11,13.1,10.01,66.5,105.1,0.495,13.86,4.01,68.4,111.3,0.531,-0.7599999999999998,6.0,-1.9000000000000057,-6.200000000000002,-0.03600000000000003,1
39,5,11,1,0,3.79,7.39,15.3,1.14,5.8,16.0,688.0,1314.0,0.524,76.7,0.479,0.366,0.759,11.3,26.1,37.4,6,13.86,4.01,68.4,111.3,0.531,13.1,10.01,66.5,105.1,0.495,0.7599999999999998,-6.0,1.9000000000000057,6.200000000000002,0.03600000000000003,1
40,11,3,1,1,4.18,7.88,14.5,1.32,8.3,23.0,657.0,1298.0,0.506,81.6,0.452,0.36200000000000004,0.759,11.6,27.1,38.7,14,18.65,5.76,71.1,113.4,0.518,4.35,-1.21,64.6,111.3,0.53,14.3,6.97,6.5,2.1000000000000085,-0.012000000000000007,1
41,11,14,0,0,2.48,6.76,14.4,1.21,5.8,14.0,668.0,1323.0,0.505,73.8,0.479,0.40700000000000003,0.691,11.1,21.4,32.5,3,4.35,-1.21,64.6,111.3,0.53,18.65,5.76,71.1,113.4,0.518,-14.3,-6.97,-6.5,-2.1000000000000085,0.012000000000000007,1
42,3,7,1,1,5.81,5.47,14.6,0.98,5.2,16.0,619.0,1216.0,0.509,70.0,0.456,0.32899999999999996,0.6829999999999999,11.8,25.5,37.3,10,11.7,7.93,66.8,103.8,0.502,13.7,11.67,66.0,103.1,0.489,-2.0,-3.74,0.7999999999999972,0.7000000000000028,0.013000000000000013,1
43,3,10,0,0,4.82,6.36,14.8,1.12,6.4,18.0,582.0,1237.0,0.47,68.5,0.4320000000000001,0.353,0.6990000000000001,11.9,25.1,37.0,7,13.7,11.67,66.0,103.1,0.489,11.7,7.93,66.8,103.8,0.502,2.0,3.74,-0.7999999999999972,-0.7000000000000028,-0.013000000000000013,1
44,13,2,1,1,3.55,5.88,13.7,1.1,6.2,17.0,651.0,1278.0,0.509,71.5,0.462,0.35600000000000004,0.667,13.1,24.4,37.5,15,16.27,7.57,63.9,110.3,0.521,1.22,0.12,65.2,102.9,0.523,15.05,7.45,-1.3000000000000045,7.3999999999999915,-0.0020000000000000018,1
45,13,15,0,0,4.19,7.29,14.5,1.02,7.2,19.0,503.0,997.0,0.505,68.4,0.456,0.375,0.755,8.7,24.0,32.6,2,1.22,0.12,65.2,102.9,0.523,16.27,7.57,63.9,110.3,0.521,-15.05,-7.45,1.3000000000000045,-7.3999999999999915,0.0020000000000000018,1
46,7,1,0,1,3.44,4.81,17.4,1.49,5.9,15.0,647.0,1279.0,0.506,74.1,0.474,0.39,0.672,14.2,25.6,39.8,8,20.82,7.85,63.3,116.3,0.529,11.53,5.02,64.5,109.0,0.501,9.29,2.83,-1.2000000000000028,7.299999999999998,0.028000000000000025,2
47,7,8,1,0,1.59,6.03,12.5,1.13,7.5,21.0,558.0,1126.0,0.496,72.8,0.446,0.361,0.73,10.8,24.1,34.9,1,11.53,5.02,64.5,109.0,0.501,20.82,7.85,63.3,116.3,0.529,-9.29,-2.83,1.2000000000000028,-7.299999999999998,-0.028000000000000025,2
48,1,5,0,0,4.78,6.34,14.2,0.95,7.1,19.0,579.0,1235.0,0.469,73.1,0.43799999999999994,0.375,0.647,14.6,23.3,38.0,4,14.59,8.41,68.8,105.9,0.499,18.77,9.42,57.3,117.7,0.518,-4.18,-1.0099999999999998,11.5,-11.799999999999995,-0.019000000000000017,2
49,1,4,1,1,3.16,3.45,13.2,1.78,8.1,22.0,490.0,989.0,0.495,68.2,0.445,0.371,0.8240000000000001,10.5,21.5,32.1,5,18.77,9.42,57.3,117.7,0.518,14.59,8.41,68.8,105.9,0.499,4.18,1.0099999999999998,-11.5,11.799999999999995,0.019000000000000017,2
50,8,11,0,0,3.79,7.39,15.3,1.14,5.8,16.0,688.0,1314.0,0.524,76.7,0.479,0.366,0.759,11.3,26.1,37.4,3,13.86,4.01,68.4,111.3,0.531,18.65,5.76,71.1,113.4,0.518,-4.789999999999999,-1.75,-2.6999999999999886,-2.1000000000000085,0.013000000000000013,2
51,8,3,1,1,4.18,7.88,14.5,1.32,8.3,23.0,657.0,1298.0,0.506,81.6,0.452,0.36200000000000004,0.759,11.6,27.1,38.7,11,18.65,5.76,71.1,113.4,0.518,13.86,4.01,68.4,111.3,0.531,4.789999999999999,1.75,2.6999999999999886,2.1000000000000085,-0.013000000000000013,2
52,5,7,0,0,5.81,5.47,14.6,0.98,5.2,16.0,619.0,1216.0,0.509,70.0,0.456,0.32899999999999996,0.6829999999999999,11.8,25.5,37.3,2,11.7,7.93,66.8,103.8,0.502,16.27,7.57,63.9,110.3,0.521,-4.57,0.35999999999999943,2.8999999999999986,-6.5,-0.019000000000000017,2
53,5,2,1,1,3.55,5.88,13.7,1.1,6.2,17.0,651.0,1278.0,0.509,71.5,0.462,0.35600000000000004,0.667,13.1,24.4,37.5,7,16.27,7.57,63.9,110.3,0.521,11.7,7.93,66.8,103.8,0.502,4.57,-0.35999999999999943,-2.8999999999999986,6.5,0.019000000000000017,2
54,4,8,1,0,1.59,6.03,12.5,1.13,7.5,21.0,558.0,1126.0,0.496,72.8,0.446,0.361,0.73,10.8,24.1,34.9,4,11.53,5.02,64.5,109.0,0.501,18.77,9.42,57.3,117.7,0.518,-7.24,-4.4,7.200000000000002,-8.700000000000003,-0.017000000000000015,3
55,4,4,0,1,3.16,3.45,13.2,1.78,8.1,22.0,490.0,989.0,0.495,68.2,0.445,0.371,0.8240000000000001,10.5,21.5,32.1,8,18.77,9.42,57.3,117.7,0.518,11.53,5.02,64.5,109.0,0.501,7.24,4.4,-7.200000000000002,8.700000000000003,0.017000000000000015,3
56,1,3,0,0,4.18,7.88,14.5,1.32,8.3,23.0,657.0,1298.0,0.506,81.6,0.452,0.36200000000000004,0.759,11.6,27.1,38.7,2,18.65,5.76,71.1,113.4,0.518,16.27,7.57,63.9,110.3,0.521,2.379999999999999,-1.8100000000000005,7.1999999999999975,3.1000000000000085,-0.003000000000000003,3
57,1,2,1,1,3.55,5.88,13.7,1.1,6.2,17.0,651.0,1278.0,0.509,71.5,0.462,0.35600000000000004,0.667,13.1,24.4,37.5,3,16.27,7.57,63.9,110.3,0.521,18.65,5.76,71.1,113.4,0.518,-2.379999999999999,1.8100000000000005,-7.1999999999999975,-3.1000000000000085,0.003000000000000003,3
58,6,8,1,0,1.59,6.03,12.5,1.13,7.5,21.0,558.0,1126.0,0.496,72.8,0.446,0.361,0.73,10.8,24.1,34.9,2,11.53,5.02,64.5,109.0,0.501,16.27,7.57,63.9,110.3,0.521,-4.74,-2.5500000000000007,0.6000000000000014,-1.2999999999999972,-0.02000000000000001,4
59,6,2,0,1,3.55,5.88,13.7,1.1,6.2,17.0,651.0,1278.0,0.509,71.5,0.462,0.35600000000000004,0.667,13.1,24.4,37.5,8,16.27,7.57,63.9,110.3,0.521,11.53,5.02,64.5,109.0,0.501,4.74,2.5500000000000007,-0.6000000000000014,1.2999999999999972,0.02000000000000001,4
60,15,1,1,1,4.15,7.94,17.9,1.33,7.3,19.0,759.0,1321.0,0.575,82.4,0.514,0.387,0.6809999999999999,11.7,26.9,38.6,16,24.1,7.62,69.7,116.0,0.57,-2.48,-3.85,62.7,103.0,0.473,26.58,11.47,7.0,13.0,0.09699999999999998,1
61,15,16,0,0,3.71,5.38,9.9,0.83,7.5,21.0,475.0,1091.0,0.435,65.2,0.40299999999999997,0.355,0.731,12.0,24.0,36.0,1,-2.48,-3.85,62.7,103.0,0.473,24.1,7.62,69.7,116.0,0.57,-26.58,-11.47,-7.0,-13.0,-0.09699999999999998,1
62,1,8,0,1,3.78,8.13,15.5,1.23,5.5,17.0,644.0,1248.0,0.516,71.9,0.461,0.331,0.69,11.3,23.9,35.2,9,14.67,6.0,67.3,106.0,0.509,16.72,11.11,66.2,106.8,0.529,-2.049999999999999,-5.109999999999999,1.0999999999999943,-0.7999999999999972,-0.02000000000000001,1
63,1,9,1,0,4.63,5.56,16.6,1.3,6.8,18.0,624.0,1237.0,0.504,71.3,0.46799999999999997,0.387,0.7290000000000001,10.2,24.6,34.8,8,16.72,11.11,66.2,106.8,0.529,14.67,6.0,67.3,106.0,0.509,2.049999999999999,5.109999999999999,-1.0999999999999943,0.7999999999999972,0.02000000000000001,1
64,7,5,0,1,4.85,5.27,13.4,1.02,7.8,21.0,568.0,1112.0,0.511,76.2,0.457,0.37,0.747,10.9,26.1,36.9,12,15.1,6.86,67.6,111.1,0.529,11.23,2.79,63.2,109.5,0.531,3.869999999999999,4.07,4.399999999999992,1.5999999999999943,-0.0020000000000000018,1
65,7,12,1,0,4.12,6.12,15.0,1.4,7.9,20.0,581.0,1163.0,0.5,70.2,0.46299999999999997,0.4,0.691,9.1,24.1,33.2,5,11.23,2.79,63.2,109.5,0.531,15.1,6.86,67.6,111.1,0.529,-3.869999999999999,-4.07,-4.399999999999992,-1.5999999999999943,0.0020000000000000018,1
66,9,4,0,1,4.94,9.21,17.5,1.34,8.8,24.0,628.0,1220.0,0.515,75.4,0.452,0.361,0.669,12.6,24.0,36.6,13,18.6,8.2,67.8,108.6,0.526,2.81,-3.13,64.3,106.2,0.509,15.79,11.329999999999998,3.5,2.3999999999999915,0.017000000000000015,1
67,9,13,1,0,3.21,8.61,12.3,0.82,5.8,17.0,619.0,1201.0,0.515,69.8,0.45899999999999996,0.34,0.675,13.8,23.7,37.5,4,2.81,-3.13,64.3,106.2,0.509,18.6,8.2,67.8,108.6,0.526,-15.79,-11.329999999999998,-3.5,-2.3999999999999915,-0.017000000000000015,1
68,5,6,0,1,4.45,6.13,15.1,1.13,7.0,20.0,571.0,1046.0,0.546,71.0,0.478,0.36,0.732,10.1,23.6,33.7,11,14.61,10.39,64.8,108.5,0.541,8.56,3.78,65.3,108.3,0.511,6.049999999999999,6.610000000000001,-0.5,0.20000000000000284,0.030000000000000027,1
69,5,11,1,0,3.68,8.53,14.2,1.23,8.2,23.0,547.0,1121.0,0.488,71.5,0.435,0.359,0.7190000000000001,10.9,21.1,32.0,6,8.56,3.78,65.3,108.3,0.511,14.61,10.39,64.8,108.5,0.541,-6.049999999999999,-6.610000000000001,0.5,-0.20000000000000284,-0.030000000000000027,1
70,11,3,1,1,4.13,6.28,15.8,1.53,6.9,19.0,600.0,1231.0,0.48700000000000004,72.7,0.44799999999999995,0.3670000000000001,0.7120000000000001,11.0,24.2,35.2,14,19.36,8.69,66.0,109.5,0.507,-0.28,-1.08,65.5,92.5,0.455,19.64,9.77,0.5,17.0,0.05199999999999999,1
71,11,14,0,0,4.61,7.67,11.3,0.75,5.8,17.0,504.0,1172.0,0.43,61.4,0.40399999999999997,0.348,0.643,11.4,24.4,35.8,3,-0.28,-1.08,65.5,92.5,0.455,19.36,8.69,66.0,109.5,0.507,-19.64,-9.77,-0.5,-17.0,-0.05199999999999999,1
72,3,7,0,1,1.56,6.53,13.5,1.04,5.4,16.0,570.0,1159.0,0.4920000000000001,68.9,0.445,0.33799999999999997,0.703,12.5,23.8,36.3,10,12.62,5.94,63.1,106.6,0.494,13.48,6.45,69.3,99.3,0.49,-0.8600000000000012,-0.5099999999999998,-6.1999999999999975,7.299999999999998,0.0040000000000000036,1
73,3,10,1,0,5.74,8.77,12.5,0.77,6.2,19.0,567.0,1160.0,0.489,69.3,0.436,0.33,0.6629999999999999,12.5,26.6,39.0,7,13.48,6.45,69.3,99.3,0.49,12.62,5.94,63.1,106.6,0.494,0.8600000000000012,0.5099999999999998,6.1999999999999975,-7.299999999999998,-0.0040000000000000036,1
74,13,2,1,1,3.69,4.59,16.7,1.56,8.1,21.0,544.0,1062.0,0.512,76.0,0.466,0.392,0.725,10.9,26.0,36.9,15,18.17,8.43,64.3,115.3,0.535,2.15,-1.02,67.0,102.9,0.499,16.020000000000003,9.45,-2.700000000000003,12.399999999999993,0.03600000000000003,1
75,13,15,0,0,3.57,6.69,14.6,1.2,7.9,22.0,593.0,1245.0,0.47600000000000003,70.5,0.433,0.361,0.706,10.1,24.3,34.5,2,2.15,-1.02,67.0,102.9,0.499,18.17,8.43,64.3,115.3,0.535,-16.020000000000003,-9.45,2.700000000000003,-12.399999999999993,-0.03600000000000003,1
76,8,1,1,1,4.15,7.94,17.9,1.33,7.3,19.0,759.0,1321.0,0.575,82.4,0.514,0.387,0.6809999999999999,11.7,26.9,38.6,9,24.1,7.62,69.7,116.0,0.57,16.72,11.11,66.2,106.8,0.529,7.380000000000003,-3.49,3.5,9.200000000000003,0.040999999999999925,2
77,8,9,0,0,4.63,5.56,16.6,1.3,6.8,18.0,624.0,1237.0,0.504,71.3,0.46799999999999997,0.387,0.7290000000000001,10.2,24.6,34.8,1,16.72,11.11,66.2,106.8,0.529,24.1,7.62,69.7,116.0,0.57,-7.380000000000003,3.49,-3.5,-9.200000000000003,-0.040999999999999925,2
78,1,12,1,1,4.12,6.12,15.0,1.4,7.9,20.0,581.0,1163.0,0.5,70.2,0.46299999999999997,0.4,0.691,9.1,24.1,33.2,13,11.23,2.79,63.2,109.5,0.531,2.81,-3.13,64.3,106.2,0.509,8.42,5.92,-1.0999999999999943,3.299999999999997,0.02200000000000002,2
79,1,13,0,0,3.21,8.61,12.3,0.82,5.8,17.0,619.0,1201.0,0.515,69.8,0.45899999999999996,0.34,0.675,13.8,23.7,37.5,12,2.81,-3.13,64.3,106.2,0.509,11.23,2.79,63.2,109.5,0.531,-8.42,-5.92,1.0999999999999943,-3.299999999999997,-0.02200000000000002,2
80,8,11,1,0,3.68,8.53,14.2,1.23,8.2,23.0,547.0,1121.0,0.488,71.5,0.435,0.359,0.7190000000000001,10.9,21.1,32.0,3,8.56,3.78,65.3,108.3,0.511,19.36,8.69,66.0,109.5,0.507,-10.8,-4.91,-0.7000000000000028,-1.2000000000000028,0.0040000000000000036,2
81,8,3,0,1,4.13,6.28,15.8,1.53,6.9,19.0,600.0,1231.0,0.48700000000000004,72.7,0.44799999999999995,0.3670000000000001,0.7120000000000001,11.0,24.2,35.2,11,19.36,8.69,66.0,109.5,0.507,8.56,3.78,65.3,108.3,0.511,10.8,4.91,0.7000000000000028,1.2000000000000028,-0.0040000000000000036,2
82,8,10,1,0,5.74,8.77,12.5,0.77,6.2,19.0,567.0,1160.0,0.489,69.3,0.436,0.33,0.6629999999999999,12.5,26.6,39.0,2,13.48,6.45,69.3,99.3,0.49,18.17,8.43,64.3,115.3,0.535,-4.690000000000001,-1.9799999999999995,5.0,-16.0,-0.04500000000000004,2
83,8,2,0,1,3.69,4.59,16.7,1.56,8.1,21.0,544.0,1062.0,0.512,76.0,0.466,0.392,0.725,10.9,26.0,36.9,10,18.17,8.43,64.3,115.3,0.535,13.48,6.45,69.3,99.3,0.49,4.690000000000001,1.9799999999999995,-5.0,16.0,0.04500000000000004,2
84,11,1,1,1,4.15,7.94,17.9,1.33,7.3,19.0,759.0,1321.0,0.575,82.4,0.514,0.387,0.6809999999999999,11.7,26.9,38.6,12,24.1,7.62,69.7,116.0,0.57,11.23,2.79,63.2,109.5,0.531,12.87,4.83,6.5,6.5,0.03899999999999992,3
85,11,12,0,0,4.12,6.12,15.0,1.4,7.9,20.0,581.0,1163.0,0.5,70.2,0.46299999999999997,0.4,0.691,9.1,24.1,33.2,1,11.23,2.79,63.2,109.5,0.531,24.1,7.62,69.7,116.0,0.57,-12.87,-4.83,-6.5,-6.5,-0.03899999999999992,3
86,1,11,1,0,3.68,8.53,14.2,1.23,8.2,23.0,547.0,1121.0,0.488,71.5,0.435,0.359,0.7190000000000001,10.9,21.1,32.0,10,8.56,3.78,65.3,108.3,0.511,13.48,6.45,69.3,99.3,0.49,-4.92,-2.6700000000000004,-4.0,9.0,0.02100000000000002,3
87,1,10,0,1,5.74,8.77,12.5,0.77,6.2,19.0,567.0,1160.0,0.489,69.3,0.436,0.33,0.6629999999999999,12.5,26.6,39.0,11,13.48,6.45,69.3,99.3,0.49,8.56,3.78,65.3,108.3,0.511,4.92,2.6700000000000004,4.0,-9.0,-0.02100000000000002,3
88,10,1,0,1,4.15,7.94,17.9,1.33,7.3,19.0,759.0,1321.0,0.575,82.4,0.514,0.387,0.6809999999999999,11.7,26.9,38.6,11,24.1,7.62,69.7,116.0,0.57,8.56,3.78,65.3,108.3,0.511,15.54,3.84,4.400000000000006,7.700000000000002,0.058999999999999934,4
89,10,11,1,0,3.68,8.53,14.2,1.23,8.2,23.0,547.0,1121.0,0.488,71.5,0.435,0.359,0.7190000000000001,10.9,21.1,32.0,1,8.56,3.78,65.3,108.3,0.511,24.1,7.62,69.7,116.0,0.57,-15.54,-3.84,-4.400000000000006,-7.700000000000002,-0.058999999999999934,4
90,15,1,1,1,4.41,7.47,14.4,1.18,8.0,21.0,684.0,1314.0,0.521,81.1,0.469,0.375,0.75,12.3,26.0,38.3,16,24.51,8.32,70.2,115.2,0.537,-5.2,-8.77,67.3,97.5,0.463,29.71,17.09,2.9000000000000057,17.700000000000006,0.07400000000000001,1
91,15,16,0,0,5.75,7.47,12.0,0.97,6.5,20.0,518.0,1143.0,0.45299999999999996,67.3,0.40700000000000003,0.325,0.65,11.2,24.5,35.7,1,-5.2,-8.77,67.3,97.5,0.463,24.51,8.32,70.2,115.2,0.537,-29.71,-17.09,-2.9000000000000057,-17.700000000000006,-0.07400000000000001,1
92,1,8,1,1,2.03,4.73,13.5,1.34,8.1,23.0,520.0,1015.0,0.512,66.1,0.444,0.353,0.696,8.3,23.8,32.0,9,14.21,10.68,62.1,106.3,0.523,11.08,8.73,67.1,103.3,0.476,3.130000000000001,1.9499999999999995,-4.999999999999994,3.0,0.047000000000000035,1
93,1,9,0,0,3.67,7.45,13.1,0.99,5.2,17.0,650.0,1333.0,0.488,70.6,0.433,0.304,0.6829999999999999,13.9,24.1,38.0,8,11.08,8.73,67.1,103.3,0.476,14.21,10.68,62.1,106.3,0.523,-3.130000000000001,-1.9499999999999995,4.999999999999994,-3.0,-0.047000000000000035,1
94,7,5,1,1,2.65,5.03,14.1,1.1,7.9,20.0,594.0,1160.0,0.512,76.5,0.47100000000000003,0.39899999999999997,0.747,10.4,24.2,34.6,12,16.54,7.99,66.9,112.8,0.541,6.91,3.14,69.1,103.2,0.504,9.63,4.85,-2.1999999999999886,9.599999999999994,0.03700000000000003,1
95,7,12,0,0,5.35,8.53,14.6,0.95,6.0,18.0,661.0,1297.0,0.51,72.0,0.45,0.327,0.679,12.1,23.6,35.7,5,6.91,3.14,69.1,103.2,0.504,16.54,7.99,66.9,112.8,0.541,-9.63,-4.85,2.1999999999999886,-9.599999999999994,-0.03700000000000003,1
96,9,4,1,1,4.91,5.82,13.5,1.14,5.7,15.0,706.0,1468.0,0.48100000000000004,74.9,0.45399999999999996,0.377,0.645,13.8,26.7,40.5,13,20.82,7.96,67.8,109.9,0.502,8.28,0.1,72.4,117.6,0.5589999999999999,12.54,7.86,-4.6000000000000085,-7.699999999999987,-0.05700000000000005,1
97,9,13,0,0,5.68,6.15,16.4,1.19,8.2,22.0,739.0,1324.0,0.5579999999999999,85.6,0.494,0.379,0.72,12.8,26.3,39.0,4,8.28,0.1,72.4,117.6,0.5589999999999999,20.82,7.96,67.8,109.9,0.502,-12.54,-7.86,4.6000000000000085,7.699999999999987,0.05700000000000005,1
98,5,6,1,1,3.79,7.58,14.3,1.23,6.4,19.0,585.0,1204.0,0.486,69.0,0.436,0.33899999999999997,0.6659999999999999,13.1,22.5,35.6,11,15.41,6.1,63.6,107.9,0.494,14.77,6.5,72.5,110.3,0.515,0.6400000000000006,-0.4000000000000004,-8.899999999999997,-2.3999999999999915,-0.02100000000000002,1
99,5,11,0,0,5.09,9.76,16.5,1.29,7.2,20.0,720.0,1432.0,0.503,81.4,0.461,0.368,0.7390000000000001,12.4,22.9,35.3,6,14.77,6.5,72.5,110.3,0.515,15.41,6.1,63.6,107.9,0.494,-0.6400000000000006,0.4000000000000004,8.899999999999997,2.3999999999999915,0.02100000000000002,1
100,11,3,1,1,5.63,6.63,13.1,1.12,5.8,18.0,706.0,1487.0,0.475,73.4,0.433,0.332,0.755,14.4,25.1,39.6,14,17.95,10.44,65.1,109.2,0.482,2.39,-3.87,66.1,105.9,0.509,15.56,14.31,-1.0,3.299999999999997,-0.027000000000000024,1
101,11,14,0,0,3.18,4.76,14.7,1.3,6.9,17.0,584.0,1240.0,0.47100000000000003,70.8,0.45,0.402,0.7859999999999999,8.2,26.0,34.1,3,2.39,-3.87,66.1,105.9,0.509,17.95,10.44,65.1,109.2,0.482,-15.56,-14.31,1.0,-3.299999999999997,0.027000000000000024,1
102,3,7,1,1,4.69,6.94,15.3,1.41,6.1,17.0,624.0,1277.0,0.489,70.9,0.44799999999999995,0.354,0.6940000000000001,11.0,25.1,36.1,10,12.35,4.23,65.5,106.6,0.5,11.98,11.45,59.8,105.5,0.501,0.3699999999999992,-7.219999999999999,5.700000000000002,1.0999999999999943,-0.0010000000000000009,1
103,3,10,0,0,2.48,4.45,12.2,1.15,6.3,19.0,533.0,1075.0,0.496,63.0,0.4370000000000001,0.336,0.725,10.0,21.6,31.6,7,11.98,11.45,59.8,105.5,0.501,12.35,4.23,65.5,106.6,0.5,-0.3699999999999992,7.219999999999999,-5.700000000000002,-1.0999999999999943,0.0010000000000000009,1
104,13,2,1,1,4.65,6.24,13.6,1.23,5.9,17.0,708.0,1362.0,0.52,72.2,0.467,0.344,0.698,12.6,24.8,37.4,15,17.96,6.36,63.7,112.0,0.515,1.39,-2.24,66.8,107.0,0.502,16.57,8.600000000000001,-3.0999999999999943,5.0,0.013000000000000013,1
105,13,15,0,0,2.0,6.16,11.8,0.82,7.9,20.0,466.0,1018.0,0.45799999999999996,72.2,0.431,0.387,0.772,11.8,24.2,36.0,2,1.39,-2.24,66.8,107.0,0.502,17.96,6.36,63.7,112.0,0.515,-16.57,-8.600000000000001,3.0999999999999943,-5.0,-0.013000000000000013,1
106,7,1,1,1,4.41,7.47,14.4,1.18,8.0,21.0,684.0,1314.0,0.521,81.1,0.469,0.375,0.75,12.3,26.0,38.3,8,24.51,8.32,70.2,115.2,0.537,14.21,10.68,62.1,106.3,0.523,10.3,-2.3599999999999994,8.100000000000001,8.900000000000006,0.014000000000000012,2
107,7,8,0,0,2.03,4.73,13.5,1.34,8.1,23.0,520.0,1015.0,0.512,66.1,0.444,0.353,0.696,8.3,23.8,32.0,1,14.21,10.68,62.1,106.3,0.523,24.51,8.32,70.2,115.2,0.537,-10.3,2.3599999999999994,-8.100000000000001,-8.900000000000006,-0.014000000000000012,2
